food_name,tag_name,serving_unit,serving_qty,nf_calories
jelly doughnut,jelly doughnut,doughnut oval,1,289
blackberry jelly,blackberry jelly,tbsp,1,55.86
strawberry jelly,strawberry jelly,tbsp,1,55.86
peanut butter and jelly,peanut butter and jelly,sandwich,1,378.23
jelly belly jelly beans,jelly belly jelly beans,small,10,41.25
smuckers strawberry jelly,smuckers strawberry jelly,tbsp,1,50
peanut butter and jelly sandwich,peanut butter and jelly,sandwich,1,378.23
jam,fruit jam,tbsp,1,55.6
fig jam,fig jam,tbsp,1,55.6
jameson,jameson whiskey,shot,1,97.02
plum jam,plum jam,tbsp,1,55.6
grape jam,grape jam,tbsp,1,55.6
mango jam,mango jam,tbsp,1,55.6
peach jam,peach jam,tbsp,1,?
cherry jam,cherry jam,tbsp,1,?
apricot jam,apricot jam,tbsp,1,48.4
gulab jamun,gulab jamun,piece,1,148.85
jam sandwich,jam sandwich,sandwich,1,262.02
raspberry jam,raspberry jam,tbsp,1,55.6
blueberry jam,blueberry jam,tbsp,1,?
blackberry jam,blackberry jam,tbsp,1,?
jamaican patty,jamaican beef patty,patty,1,402.28
strawberry jam,strawberry jam,tbsp,1,55.6
jameson whiskey,jameson whiskey,shot,1,97.02
jamaican porridge,cornmeal porridge,cup,1,176.55
smuckers strawberry jam,smuckers strawberry jam,tbsp,1,50
jerky,Jerky,oz,1,82
deer jerky,deer jerky,oz,1,71.65
beef jerky,beef jerky,oz,1,116.24
pork jerky,pork jerky,oz,1,90.38
jerky bacon,bacon jerky,ounce,1,131.04
salmon jerky,salmon jerky,oz,1,84.71
turkey jerky,turkey jerky,oz,1,79.74
venison jerky,deer jerky,oz,1,71.65
teriyaki jerky,teriyaki beef jerky,oz,1,116.24
bbq pork jerky,bbq pork jerky,oz,1,90.38
wild salmon jerky,wild salmon jerky,oz,1,84.71
smoked deer jerky,deer jerky,oz,1,71.65
smoked salmon jerky,smoked salmon jerky,oz,1,84.71
beef jerky teriyaki,teriyaki beef jerky,oz,1,116.24
teriyaki beef jerky,teriyaki beef jerky,oz,1,116.24
teriyaki pork jerky,teriyaki pork jerky,oz,1,90.38
beef jerky processed,beef jerky processed,oz,1,116.24
teriyaki salmon jerky,teriyaki salmon jerky,oz,1,84.71
jack links beef jerky original,jack links beef jerky original,oz,1,80
kale,kale,"cup, chopped",1,36.4
raw kale,raw kale,cup,1,?
kale raw,raw kale,cup,1,7.84
baby kale,kale,"cup, chopped",1,36.4
kale slaw,Kale slaw,serving,1,114.77
kale soup,kale soup,bowl (2 cups),1,261.6
kale chip,kale chips,serving,1,28.06
kale shake,green smoothie,cup,1,123.01
kale chips,kale chips,serving,1,28.06
kale salad,kale salad,cups,3,251.07
kale pesto,kale pesto,cup,0.25,241.61
frozen kale,frozen kale,"cup, chopped or diced",0.5,19.5
kale greens,kale,"cup, chopped",1,36.4
roasted kale,kale chips,serving,1,28.06
kale smoothie,green smoothie,cup,1,123.01
kale caesar salad,kale Caesar salad,cup,1,327.6
mango kale smoothie,mango kale smoothie,fl oz,16,228.5
chicken caesar kale salad,kale chicken caesar salad,salad,1,526.77
kale chicken caesar salad,kale chicken caesar salad,salad,1,526.77
kale strawberry banana smoothie,strawberry banana kale smoothie,cup,1,188.81
lamb kabobs,lamb kabob,kabob,1,249.55
shrimp kabobs,shrimp kabob,kabob,1,130.09
chicken kabobs,chicken kabob,kabob,1,219.54
lamb shish kabobs,lamb kabob,kabob,1,249.55
grilled shrimp kabobs,shrimp kabob,kabob,1,130.09
grilled chicken kabobs,chicken kabob,kabob,1,219.54
zoes kitchen chicken kabobs,zoes kitchen chicken kabobs,Serving,1,270
shrimp and vegetable kabobs,shrimp and vegetable kabob,kabob,1,130.09
ketchup,ketchup,tbsp,1,17.17
mayo ketchup,fry sauce,tbsp,1,?
ketchup mayo,fry sauce,tbsp,1,67.38
heinz ketchup,heinz ketchup,tbsp,1,20
ketchup chips,ketchup chips,oz,1,138.06
tomato ketchup,ketchup,tbsp,1,17.17
no sugar ketchup,no sugar added ketchup,tbsp,1,5.9
mayonnaise ketchup,fry sauce,tbsp,1,?
sugar free ketchup,no sugar added ketchup,tbsp,1,?
ketchup mayonnaise,fry sauce,tbsp,1,67.38
ketchup sugar free,no sugar added ketchup,tbsp,1,5.9
no sugar added ketchup,no sugar added ketchup,tbsp,1,5.9
ketchup no sugar added,no sugar added ketchup,tbsp,1,5.9
kiwi,kiwi,"fruit (2"" dia)",1,42.09
kiwis,kiwi,"fruit (2"" dia)",1,42.09
kiwifruit,kiwi,"fruit (2"" dia)",1,42.09
kiwi fruit,kiwi,"fruit (2"" dia)",1,42.09
kiwi juice,kiwi juice,cup,1,121.98
sungold kiwi,"kiwifruit, sungold",fruit,1,51.03
kiwi sungold,"kiwifruit, sungold",fruit,1,51.03
kiwi smoothie,kiwi smoothie,fl oz,12,245
fresh kiwi juice,kiwi juice,cup,1,121.98
sungold kiwifruit,"kiwifruit, sungold",fruit,1,51.03
kiwifruit sungold,"kiwifruit, sungold",fruit,1,51.03
zespri sungold kiwi,"kiwifruit, sungold",fruit,1,51.03
strawberry kiwi juice,kiwi strawberry juice,fl oz,16,222.31
kiwi strawberry juice,kiwi strawberry juice,fl oz,16,222.31
jello strawberry kiwi,jello strawberry kiwi,package,0.25,10
zespi sungold kiwifruit,"kiwifruit, sungold",fruit,1,51.03
kiwi strawberry smoothie,kiwi smoothie,fl oz,12,245
strawberry kiwi smoothie,kiwi smoothie,fl oz,12,245
jello sugar free strawberry kiwi,jello strawberry kiwi,package,0.25,10
kidneys,kidney,?,?,134.3
ox kidney,ox kidney,oz,3,134.3
kidney pie,steak and kidney pie,Serving,1,653.9
beef kidney,beef kidney,oz,3,134.3
lamb kidney,lamb kidney,kidney,1,38.36
deviled kidneys,devilled kidneys,piece (2 kidneys on 1 piece toast),1,381.62
red kidney bean,red kidney beans,cup,1,224.79
can kidney beans,canned kidney beans,can drained solids,1,329.84
dry kidney beans,"kidney beans, dry",cup,1,620.08
kidney bean soup,Kidney Bean Soup,Serving,1,192.82
red kidney beans,red kidney beans,cup,1,224.79
pink kidney beans,pink kidney beans,cup,1,251.81
white kidney beans,cannellini beans,cup,1,248.81
canned kidney beans,canned kidney beans,can drained solids,1,329.84
kidney beans no salt,no-salt added kidney beans,cup,1,224.79
no sodium kidney beans,no-salt added kidney beans,cup,1,224.79
dry white kidney beans,dry cannellini beans,cup,1,672.66
can white kidney beans,canned cannellini beans,can (15 oz),1,484.5
pureed white kidney beans,cannellini bean puree,cup,1,321.09
lobster,lobster,oz,3,121.55
lobster raw,"lobster, raw",lobster,1,115.5
raw lobster,"lobster, raw",lobster,1,115.5
lobster mac,lobster mac and cheese,serving,1,771.48
lobster meat,lobster,oz,3,121.55
lobster cake,lobster cake,cake,1,306.47
lobster tail,lobster,oz,3,121.55
lobster tacos,lobster taco,taco,1,286.58
lobster salad,lobster salad,cup,1,339.6
lobster pizza,lobster pizza,pizza,1,711.78
lobster sauce,lobster sauce,cup,1,390.52
lobster ravioli,lobster ravioli,cup,1,366.77
lobster pad thai,pad thai with whole lobster,serving (1 lobster with 2 cups paid thai),1,894.59
red lobster biscuit,red lobster cheddar bay biscuits,Serving,1,160
lobster grilled cheese,lobster grilled cheese,sandwich,1,695
red lobster garden salad,red lobster garden salad,Serving,1,100
shrimp with lobster sauce,shrimp with lobster sauce,serving,1,309.02
red lobster lobster pizza,red lobster lobster pizza,Serving,1,700
lobster macaroni and cheese,lobster mac and cheese,serving,1,771.48
lamb,lamb,oz,3,249.9
lamb legs,lamb leg,oz,3,219.3
lamb ribs,lamb ribs,rib,1,165.14
lamb chop,lamb chop,chop,1,164.7
lambrusco,lambrusco,glass,1,124.95
lamb liver,lamb liver,oz,3,187
lamb shank,lamb shank,oz,3,206.55
lamb chops,lamb chop,chop,1,164.7
lamb curry,lamb curry,cups,2,761.78
lamb roast,leg of lamb,oz,3,219.3
lamb kofta,kofta,piece,1,73.17
lamb donair,lamb gyro,sandwich,1,722.83
ground lamb,ground lamb,oz,3,240.55
lamb breast,lamb breast,oz,3,229.5
lamb burger,lamb burger,burger,1,681.53
lamb burgers,lamb burger,burger,1,681.53
lamb shoulder,lamb shoulder,oz,1,37.42
lambs lettuce,mache,cup,1,11.76
lamb meatballs,lamb meatballs,medium meatball,1,73.3
lamb tenderloin,lamb tenderloin,oz,3,158.95
linguine,Linguine,cup linguine,1,213.3
linguine pasta,Linguine,cup linguine,1,213.3
linguine salad,linguine salad,cup,1,407.41
pesto linguine,pesto pasta,serving (about 2 cups),1,734.82
seafood linguine,seafood pasta,cups,2,527.6
sausage linguine,pasta with sausage,cup,1,333.02
linguine pasta salad,linguine salad,cup,1,407.41
linguine with sausage,pasta with sausage,cup,1,333.02
italian linguine salad,linguine salad,cup,1,407.41
shrimp scampi linguine,shrimp pasta,cups,2,780.72
red clam sauce linguine,linguine with red clam sauce,cups,2,609.33
linguine with clam sauce,linguine with white clam sauce,serving (about 2 cups),1,919.77
white clam sauce linguine,linguine with white clam sauce,serving (about 2 cups),1,919.77
seafood linguine marinara,seafood marinara,cup,1,332.5
linguine with red clam sauce,linguine with red clam sauce,cups,2,609.33
linguine with white clam sauce,linguine with white clam sauce,serving (about 2 cups),1,919.77
lasagna,lasagna,serving (about 1.5 cups),1,602.49
lasagna meat,meat lasagna,serving (about 1.5 cups),1,602.49
beef lasagna,beef lasagna,serving (about 1.5 cups),1,602.49
lasagna soup,lasagna soup,bowl (2 cups),1,440.53
lasagna rolls,lasagna rolls,roll,1,308.17
frozen lasagna,frozen lasagna,cup,1,311.85
veggie lasagna,vegetable lasagna,piece,1,294.81
turkey lasagna,turkey lasagna,cups,1.5,615.2
lasagna noodle,lasagna noodles,lasagna noodle (cooked),1,90.06
cheese lasagna,cheese lasagna,serving (about 1.5 cups),1,538.26
spinach lasagna,spinach lasagna,piece,1,401.23
mexican lasagna,mexican lasagna,cup,1,355.92
lasagna noodles,lasagna noodles,lasagna noodle (cooked),1,90.06
chicken lasagna,turkey lasagna,cups,1.5,615.2
eggplant lasagna,eggplant lasagna,serving (about 1.5 cups),1,453.48
zucchini lasagna,zucchini lasagna,piece,1,280.61
vegetable lasagna,vegetable lasagna,piece,1,294.81
stouffers lasagna,frozen lasagna,cup,1,311.85
spaghetti squash lasagna,spaghetti squash lasagna,cup,1,191.77
hamburger helper lasagna,hamburger helper lasagna,cup,1,305.53
meatballs,meatball,medium meatballs,4,324.32
bbq meatballs,bbq meatballs,medium meatball,1,55.71
meatballs pork,pork meatball,meatball,1,52.1
pork meatballs,pork meatball,meatball,1,52.1
beef meatballs,beef meatball,meatball,1,44.63
meatballs pizza,meatball pizza,large slice,1,310.04
danish meatballs,frikadeller,meatball,1,69.13
rosina meatballs,rosina meatballs,meatballs,3,170
veggie meatballs,vegetarian meatballs,meatball,1,35.46
frozen meatballs,frozen meatballs,pieces,3,160.16
turkey meatballs,turkey meatball,meatball,1,37.3
chicken meatballs,chicken meatballs,servings,1,402.31
swedish meatballs,swedish meatballs,serving,1,351.21
barbecue meatballs,bbq meatballs,medium meatball,1,55.71
teriyaki meatballs,teriyaki meatballs,cocktail meatball,1,49.85
meatless meatballs,vegetarian meatballs,meatball,1,35.46
cocktail meatballs,cocktail meatball,medium meatball,1,55.71
spaghetti and meatballs,spaghetti and meatballs,serving (abut 2 cups),1,801.12
spaghetti with meatballs,spaghetti and meatballs,serving (abut 2 cups),1,801.12
moose,moose meat,oz,3,113.9
moose meat,moose meat,oz,3,113.9
moose steak,moose steak,oz,3,113.9
moose steaks,moose steak,oz,3,113.9
moose tracks,moose tracks ice cream,cup,1,366.3
cooked moose,moose meat,oz,3,113.9
roasted moose,moose meat,oz,3,113.9
cooked moose meat,moose meat,oz,3,113.9
moose tracks ice cream,moose tracks ice cream,cup,1,366.3
ice cream moose tracks,moose tracks ice cream,cup,1,366.3
moose tracks frozen yogurt,moose tracks frozen yogurt,cup,1,297.6
giant eagle chocolate moose tracks ice cream,giant eagle chocolate moose tracks ice cream,cup,0.5,190
milk,milk,cup,1,124.95
0% milk,skim nonfat fat free milk,cup,1,83.3
milktea,Milk tea,mug,1,92.27
2% milk,"milk, 2%",cup,1,122
1% milk,1% milk,cup,1,102.48
milktart,milk tart,piece,1,371.72
milkyway,milky way,serving 2.05 oz bar,1,264.48
milkfish,milkfish,oz,3,161.5
skim milk,skim nonfat fat free milk,cup,1,83.3
milkshake,milkshake,fl oz,16,540.74
whole milk,whole milk,cup,1,148.84
coconut milk,coconut milk,cup,1,445.22
malted milkshake,milk shake with malt,milk shake (about 10 fl oz),1,519.21
orange milkshake,orange milkshake,fl oz,16,525.6
semi skimmed milk,2% milk,cup,1,122
malted milk balls,malted milk ball,piece,18,194.18
milkshakes,milkshake,fl oz,16,540.74
date milkshake,date shake,milkshake (12 fl oz),1,608.38
oreo milkshake,oreo milkshake,shake (10 fl oz),1,652.16
mango milkshake,mango milkshake,fl oz,16,514.81
eggnog milkshake,egg nog milkshake,fl oz,16,714.56
papaya milkshake,papaya milkshake,fl oz,10,242.35
banana milkshake,banana milkshake,fl oz,12,452.03
vanilla milkshake,vanilla milk shake,container (11 oz),1,350.56
strawberry milkshake,strawberry milk shake,serving medium 16 fl oz,1,424.88
peanut butter milkshake,peanut butter milkshake,fl oz,12,782
strawberry banana milkshake,strawberry banana milkshake,fl oz,12,428.21
culvers chocolate milkshake,Culver's chocolate shake,Serving,1,820
banana and oatmeal milkshake,banana and oatmeal shake,fl oz,12,339.29
vanilla milkshake burger king,burger king vanilla shake,small 12 fl oz,1,500.64
vanilla peanut butter milkshake,peanut butter milkshake,fl oz,12,782
noodles,pasta,cup spaghetti not packed,1,195.92
egg noodles,egg noodle,cup,1,?
rice noodles,rice noodle,cup,1,?
thai noodles,pad thai,serving (about 2.5 cups),1,838.4
maggi noodles,maggi 2 minute noodles,package,1,383.52
ramen noodles,ramen noodles,package,1,383.52
fried noodles,fried noodles,cup,1,286.83
crispy noodles,crispy noodles,cup,0.25,58.61
instant noodles,instant noodles,container,1,325.2
lo mein noodles,lo mein,cup,1,164.56
macaroni noodles,macaroni,cup elbows not packed,1,189.6
zucchini noodles,zucchini noodles,cup,1,20.06
spaghetti noodles,spaghetti noodles,cup,1,210.36
cellophane noodles,mung bean noodles,cup,1,161.46
vermicelli noodles,vermicelli,cup,1,221.2
brown rice noodles,rice noodle,cup,1,190.08
instant ramen noodles,ramen noodles,package,1,383.52
sweet potato starch noodles,sweet potato vermicelli,"oz, cooked",1,94.61
nissin cup noodles chicken flavor,nissin cup noodles chicken flavor,container,1,320
ostrich,ostrich meat,serving ( 3 oz ),1,131.75
ostrich egg,ostrich egg,ostrich egg,1,2002
ostrich meat,ostrich meat,serving ( 3 oz ),1,131.75
ostrich mince,ground ostrich,patty,1,162.75
ground ostrich,ground ostrich,patty,1,?
cooked ostrich,ostrich meat,serving ( 3 oz ),1,?
ostrich top loin,ostrich top loin,serving ( 3 oz ),1,131.75
cooked ostrich meat,ostrich meat,serving ( 3 oz ),1,131.75
ground ostrich meat,ground ostrich,patty,1,162.75
ostrich meat cooked,ostrich meat,serving ( 3 oz ),1,131.75
cooked ground ostrich,ground ostrich,patty,1,162.75
ground ostrich cooked,ground ostrich,patty,1,162.75
pizza,pizza,slice,1,284.62
mini pizza,mini pizza,pizza,1,358.27
pizza pops,pizza pops,pizza snack,1,259.83
pizzabread,pizza bread,piece,1,190.24
pita pizza,pita pizza,pita,1,316.61
pizzadilla,pizzadilla,pizzadilla,1,847.17
pizza pasta,pizza pasta casserole,cup,1,433.61
pizzaburger,pizza burger,burger,1,738.2
frozen pizza,frozen pizza,personal pizza,1,?
sausage pizza,sausage pizza,slice,1,324.8
supreme pizza,Deluxe/supreme pizza,slice,1,?
hawaiian pizza,Hawaiian pizza,slice,1,?
pizza hut pizza,Pizza Hut pizza,medium slice,1,219.96
pineapple pizza,pineapple pizza,medium slice,1,243.89
pepperoni pizza,pepperoni pizza,slice,1,313.02
breakfast pizza,breakfast pizza,small slice,1,236.25
pepperoni pizzadilla,pizzadilla,pizzadilla,1,847.17
margarita pepperoni pizza,margherita pepperoni pizza,pizza,1,1925.7
pizza pizza pepperoni pizza small,pizza pizza pepperoni pizza small,slice,1,200
pepperoni,deli pepperoni,slice,1,10.08
pepperoni sub,pepperoni sandwich,sandwich,1,612.19
pizza pepperoni,pepperoni pizza,slice,1,313.02
hormel pepperoni,hormel pepperoni,slices,14,150
pepperoni sticks,pepperoni stick,stick,1,115.92
pizza hut pepperoni,pizza hut pepperoni pizza,medium slice,1,219.96
margarita pepperoni,margherita pepperoni pizza,pizza,1,1925.7
pepperoni pan pizza,Deep dish/pan/thick crust pepperoni pizza,slice,1,338.66
pepperoni pizza bread,pizza bread,piece,1,190.24
jacks pizza pepperoni,jacks pizza pepperoni,pizza,0.3,360
pepperoni pizza panini,Pizza Panini,Panini,1,562.68
pepperoni sausage pizza,Combination meat pizza,slice,1,?
deep dish pepperoni pizza,deep dish pepperoni pizza,slice,1,338.66
pizza thin crust pepperoni,thin crust pepperoni pizza,slice,1,261.49
pizzarev all natural pepperoni,pizzarev all natural pepperoni,Ounces,1,140
pizza hut hand tossed pepperoni,Pizza hut hand tossed pepperoni pizza,medium slice,1,219.96
porter,porter,bottle,1,196.85
porters,porter,bottle,1,196.85
porterhouse,porterhouse steak,steak,1,1161.96
porter beer,porter,bottle,1,196.85
beer porter,porter,bottle,1,196.85
beef porterhouse,porterhouse steak,steak,1,1161.96
porterhouse steak,porterhouse steak,steak,1,1161.96
pancakes,pancake,"pancake (5"")",1,90.8
ihop pancakes,ihop pancakes,stack,1,681
wheat pancakes,whole wheat pancakes,"pancake (6"" dia)",1,268.32
giant pancakes,giant pancakes,pancakes,3,300
apple pancakes,apple pancakes,large pancake,1,161.27
pancakes syrup,pancake syrup,serving 1/4 cup,1,219.95
pecan pancakes,pecan pancakes,"6"" pancake",1,131.52
banana pancakes,banana pancake,medium pancake,1,77.68
pumpkin pancakes,pumpkin pancakes,serving,1,273.21
swedish pancakes,swedish pancake,"crepe (8"")",1,137.87
protein pancakes,protein pancake,"5"" pancake",1,55.15
bisquick pancakes,bisquick pancakes,"pancake (6"" dia)",1,?
blueberry pancakes,blueberry pancake,"pancake (4"" dia)",1,?
buttermilk pancakes,buttermilk pancakes,"pancake (6"" dia)",1,?
blue berry pancakes,blueberry pancake,"pancake (4"" dia)",1,84.36
pancakes buttermilk,buttermilk pancakes,"pancake (6"" dia)",1,174.79
whole wheat pancakes,whole wheat pancakes,"pancake (6"" dia)",1,268.32
chocolate chip pancakes,chocolate chip pancakes,pancake,1,139.42
ihop buttermilk pancakes,ihop pancakes,stack,1,681
quesadilla,quesadilla,quesadilla 8-10 inch diameter,1,713.92
egg quesadilla,egg and cheese quesadilla,quesadilla,1,482.23
meat quesadilla,steak quesadilla,whole quesadilla,1,1192.08
quesadilla pizza,pizzadilla,pizzadilla,1,847.17
bean quesadillas,black bean quesadilla,quesadilla,1,1018.31
pork quesadillas,pork quesadilla,quesadilla,1,1207.32
steak quesadilla,steak quesadilla,whole quesadilla,1,1192.08
fajita quesadilla,chicken quesadilla,quesadilla,1,1069.07
cheese quesadilla,cheese quesadilla,quesadilla 8-10 inch diameter,1,713.92
shrimp quesadilla,shrimp quesadilla,whole quesadilla,1,1073.71
spinach quesadilla,spinach quesadilla,quesadilla,1,952.06
brisket quesadilla,beef brisket quesadilla,whole quesadilla,1,1249.78
quesadilla chicken,chicken quesadilla,quesadilla,1,1069.07
chicken quesadilla,chicken quesadilla,quesadilla,1,1069.07
chorizo quesadilla,chorizo quesadilla,quesadilla,1,1384.77
