food_name,brand_name_item_name,brand_name,serving_unit,serving_qty,nf_calories
Shredded Steak & Cheese Chimichangas,Don Miguel Shredded Steak & Cheese Chimichangas,Don Miguel,chimichanga,1.0,270.0
Dates,Siafa Dates,Siafa,g,100.0,357.07000732421875
"Dates, Pitted","Sunsweet Dates, Pitted",Sunsweet,oz,1.5,120.0
Pitted Dates,Unknown Pitted Dates,Unknown,cup,0.25,153.0
Fresh Dates,Aarzo Fresh Dates,Aarzo,g,75.0,220.0
Date Butter,Dateland Dates Date Butter,Dateland Dates,tablespoon,1.0,30.0
Medjool Dates,Natural Delights Medjool Dates,Natural Delights,dates,2.0,140.0
Chopped Dates,Morrisons Chopped Dates,Morrisons,g,50.0,149.52000427246094
Natural Dates,Unknown Natural Dates,Unknown,g serving,50.0,165.0399932861328
"Dates, Milk Chocolate","Zayna Dates, Milk Chocolate",Zayna,pcs,3.0,132.0
Original Kimia Dates,Zargarzadesh Original Kimia Dates,Zargarzadesh,g,1.0,285.0
Dried Pitted Dates,Safeway Kitchens Dried Pitted Dates,Safeway Kitchens,dates,6.0,120.0
Natural Deglet Nour Dates,Zeina Natural Deglet Nour Dates,Zeina,g,100.0,309.7799987792969
Pitted Deglet Dates,Tacoma Boys Pitted Deglet Dates,Tacoma Boys,cup,0.25,100.0
Pitted Mejool Dates,Bard Valley Pitted Mejool Dates,Bard Valley,dates,2.0,140.0
"Dried Dates, Pitted","Publix Dried Dates, Pitted",Publix,cup,0.25,110.0
Whole Fancy Dates,Hadley Whole Fancy Dates,Hadley,dates,1.0,120.0
"Medjool Dates, Organic","Bulk Foods Medjool Dates, Organic",Bulk Foods,pieces,2.0,130.0
Organic Medjool Dates,Good Health Organic Medjool Dates,Good Health,g,100.0,291.0
Organic Pitted Dates,Giant Eagle Organic Pitted Dates,Giant Eagle,pcs,6.0,120.0
Bacon Wrapped Dates,Biaggi's Ristorante Italiano Bacon Wrapped Dates,Biaggi's Ristorante Italiano,Order,1.0,490.0
"Cheese Dips, Chipotle Cheddar & Thyme","Dips 'n Love Cheese Dips, Chipotle Cheddar & Thyme",Dips 'n Love,tbsp,2.0,90.0
"Chocolate Dips, Jelly Beans, Chocolate Dips, Mint","Jelly Belly Chocolate Dips, Jelly Beans, Chocolate Dips, Mint",Jelly Belly,pieces,35.0,150.0
Dipsticks,Pizza Schmizza Dipsticks,Pizza Schmizza,dipstick,1.0,150.0
"Philadelphia, Dips, Dill Pickle","Kraft Philadelphia, Dips, Dill Pickle",Kraft,tbsp,2.0,45.0
Dips Spinach & Artichoke,Philadelphia Dips Spinach & Artichoke,Philadelphia,tbsp,2.0,70.0
Poppadums And Dips,Wetherspoon Poppadums And Dips,Wetherspoon,serving,1.0,450.0
"Snacking Dips, Houmous","Tesco Snacking Dips, Houmous",Tesco,pot,1.0,126.3499984741211
"Dips, Jalapeno Cheddar","Philadelphia Dips, Jalapeno Cheddar",Philadelphia,tbsp,2.0,70.0
Choccy Dips,Sweet Heaven Choccy Dips,Sweet Heaven,g,100.0,538.1199951171875
"Greek Yogurt Coating, Sunny Raspberry","Fruit Dips Greek Yogurt Coating, Sunny Raspberry",Fruit Dips,pop,1.0,120.0
"Chocolate Dips, Orange","Jelly Belly Chocolate Dips, Orange",Jelly Belly,pieces,35.0,150.0
"Hummus, Sriracha","Pick Pocket Dips Hummus, Sriracha",Pick Pocket Dips,tbs,2.0,50.0
"Oikos Dips, Sundried Tomato","Dannon Oikos Dips, Sundried Tomato",Dannon,tbsp,2.0,30.0
"Oikos Dips, Vegetable & Herb","Dannon Oikos Dips, Vegetable & Herb",Dannon,tbsp,2.0,25.0
Pretzel Dips,Snyder's of Hanover Pretzel Dips,Snyder's of Hanover,pretzels,7.0,140.0
"Dips, Spinach & Artichoke","Philadelphia Dips, Spinach & Artichoke",Philadelphia,tbsp,2.0,70.0
"Dips, Garlic","Kraft Philadelphia Dips, Garlic",Kraft Philadelphia,tbsp,2.0,50.0
"Duck Dynasty, Milk Chocolate","Duck Bucks Grocery Duck Dynasty, Milk Chocolate",Duck Bucks Grocery,bar,0.33000001311302185,210.0
Duck Gyoza,Wagamama Duck Gyoza,Wagamama,gyoza,5.0,320.0
Large Duck Eggs,Duck Duck Eggs Large Duck Eggs,Duck Duck Eggs,egg,1.0,92.0
Duck Legs,Gressingham Duck Legs,Gressingham,pack,0.5,376.4200134277344
Duck Fat,Gressingham Duck Fat,Gressingham,g (as sold),100.0,874.6500244140625
Add Glaze,Duck Donuts Add Glaze,Duck Donuts,serving,1.0,45.0
Add Oreos,Duck Donuts Add Oreos,Duck Donuts,serving,1.0,25.0
"Cappuccino, Regular","Duck Donuts Cappuccino, Regular",Duck Donuts,drink,1.0,160.0
Duck Spring Rolls,ASDA Duck Spring Rolls,ASDA,spring roll (ovenbaked),1.0,51.349998474121094
Add Peanuts,Duck Donuts Add Peanuts,Duck Donuts,serving,1.0,15.0
"Coffee, Small","Duck Donuts Coffee, Small",Duck Donuts,drink,1.0,0.0
"Donut, Bare","Duck Donuts Donut, Bare",Duck Donuts,donut,1.0,210.0
Grilled Duck Donburi,Wagamama Grilled Duck Donburi,Wagamama,order,1.0,1260.0
"Americano, Large","Duck Donuts Americano, Large",Duck Donuts,drink,1.0,10.0
"Coffee, Medium","Duck Donuts Coffee, Medium",Duck Donuts,drink,1.0,0.0
"Duck Salt, Original","Unknown Duck Salt, Original",Unknown,tsp,1.0,0.0
Healthy Delight,Duck Donuts Healthy Delight,Duck Donuts,serving,1.0,250.0
"Dumplings, Dumplings","Skinner Dumplings, Dumplings",Skinner,G,56.0,210.0
Chicken & Dumplings,Banquet Chicken & Dumplings,Banquet,cup,1.0,300.0
"Chunky Soup, Creamy Chicken & Dumplings","Campbell's Chunky Soup, Creamy Chicken & Dumplings",Campbell's,cup,1.0,170.0
Dumplings,Babushka Brand Dumplings,Babushka Brand,pc dumplings,12.0,250.0
Pork & Leek Dumplings,Myhall Pork & Leek Dumplings,Myhall,pieces,5.0,250.0
Traditional Chicken & Herb Dumplings Soup,Progresso Traditional Chicken & Herb Dumplings Soup,Progresso,cup,1.0,70.0
Creamy Chicken & Dumplings,Stouffer's Creamy Chicken & Dumplings,Stouffer's,package,0.33000001311302185,280.0
Vegetable & Beef Dumplings,Sempio Vegetable & Beef Dumplings,Sempio,pieces,8.0,260.0
Creamy Chicken & Dumplings Soup,Subway Creamy Chicken & Dumplings Soup,Subway,oz,8.0,150.0
"Dumplings, Shrimp & Chicken Breast","Uptime Dumplings, Shrimp & Chicken Breast",Uptime,dumplings,5.0,170.0
Beef Stew & Dumplings,Morrisons Beef Stew & Dumplings,Morrisons,pack,1.0,353.7300109863281
Chicken Dumplings,Wow Bao Chicken Dumplings,Wow Bao,pieces,5.0,230.0
Organic Vegetable Dumplings,Pulmuone Organic Vegetable Dumplings,Pulmuone,pieces w/  1 tsp sauce,7.0,290.0
Shrimp & Chicken Dumplings,Unknown Shrimp & Chicken Dumplings,Unknown,pieces,4.0,200.0
Siberian Mini Dumplings,Unknown Siberian Mini Dumplings,Unknown,pieces,1.0,260.0
Pork & Bokchoi Dumplings,Uptime Pork & Bokchoi Dumplings,Uptime,pieces,5.0,180.0
Bokchoi Shrimps & Pork Dumplings,Uptime Bokchoi Shrimps & Pork Dumplings,Uptime,pieces,5.0,170.0
Sweet & Spicy Dumplings,VH Steamers Sweet & Spicy Dumplings,VH Steamers,g,298.0,350.0
Organic Tofu Vegetable Dumplings,Nasoya Organic Tofu Vegetable Dumplings,Nasoya,dumplings,7.0,260.0
"Cake Donuts, Plain","Maple Donuts Cake Donuts, Plain",Maple Donuts,donut,1.0,190.0
Strawberry Donuts,Maple Donuts Strawberry Donuts,Maple Donuts,donut,1.0,190.0
Glazed Donuts,Entenmann's Donuts Glazed Donuts,Entenmann's Donuts,donut,1.0,210.0
Powdered Donuts,Tots Brothers Donuts Powdered Donuts,Tots Brothers Donuts,donuts,3.0,170.0
"Donuts, Rich Frosted Raspberry 8 Ct","Entenmann's Donuts Donuts, Rich Frosted Raspberry 8 Ct",Entenmann's Donuts,G,60.0,270.0
Powdered Mini Donuts,Hostess Donettes Powdered Mini Donuts,Hostess Donettes,donuts,4.0,280.0
Biscuit,Dunkin' Donuts Biscuit,Dunkin' Donuts,Biscuit,1.0,270.0
Crunch Donuts,Kern's Crunch Donuts,Kern's,donuts,2.0,230.0
Eclair,Dunkin' Donuts Eclair,Dunkin' Donuts,Eclair,1.0,380.0
Sugar Donuts,Duchess Sugar Donuts,Duchess,donuts,6.0,360.0
Donuts,Capt'n Gregory's Donuts,Capt'n Gregory's,donut,1.0,260.0
"Donuts, Apple Cider","Clyde's Delicious Donuts Donuts, Apple Cider",Clyde's Delicious Donuts,oz,2.0,210.0
Butternut Donut,Dunkin' Donuts Butternut Donut,Dunkin' Donuts,Donut,1.0,410.0
Cappuccino,Honey Dew Donuts Cappuccino,Honey Dew Donuts,oz,10.0,80.0
Chef Salad,Robin's Donuts Chef Salad,Robin's Donuts,g,298.0,130.0
Chocolate Donuts,Duchess Grocery Chocolate Donuts,Duchess Grocery,donuts,6.0,400.0
Cinnamon Donut,Dunkin' Donuts Cinnamon Donut,Dunkin' Donuts,Donut,1.0,310.0
Cinnamon Donuts,Sara Lee Cinnamon Donuts,Sara Lee,donuts,4.0,240.0
Large Eggs,Goldhen Large Eggs,Goldhen,egg,1.0,70.0
Eggsuberant,Eggspectation Eggsuberant,Eggspectation,serving,1.0,1390.0
Eggsileration,Eggspectation Eggsileration,Eggspectation,serving,1.0,820.0
Grade A Large White Eggs,Great Value Grade A Large White Eggs,Great Value,egg,1.0,70.0
Eggs,Cal Eggs Eggs,Cal Eggs,egg,1.0,70.0
Muffin Eggsplosion,Eggspectation Muffin Eggsplosion,Eggspectation,serving,1.0,560.0
Eggspectation,Eggspectation Eggspectation,Eggspectation,serving,1.0,1070.0
Eggstravaganza,Eggspectation Eggstravaganza,Eggspectation,serving,1.0,990.0
Eggstreme,Eggspectation Eggstreme,Eggspectation,serving,1.0,690.0
"Scrambled Eggs, Pasteurized Shell Eggs (2 Eggs)","Hilton Garden Inn Scrambled Eggs, Pasteurized Shell Eggs (2 Eggs)",Hilton Garden Inn,Eggs,2.0,260.0
Eggspectation Salad,Eggspectation Eggspectation Salad,Eggspectation,serving,1.0,300.0
Eggsmart Signature Coffee,Eggsmart Eggsmart Signature Coffee,Eggsmart,Serving,1.0,5.0
"Eggs, Large","Nearby Eggs Eggs, Large",Nearby Eggs,egg,1.0,70.0
Eggsmart Western Sandwich,Eggsmart Eggsmart Western Sandwich,Eggsmart,Serving,1.0,560.0
Poached Eggs & Turkey,Eggsmart Poached Eggs & Turkey,Eggsmart,Serving,1.0,450.0
Eggspectation Crepe,Eggspectation Eggspectation Crepe,Eggspectation,serving,1.0,740.0
Bagel Eggspectation with Bacon,Eggspectation Bagel Eggspectation with Bacon,Eggspectation,serving,1.0,580.0
Bagel Eggspectation with Ham,Eggspectation Bagel Eggspectation with Ham,Eggspectation,serving,1.0,890.0
Grade AA Eggs,Cal Eggs Grade AA Eggs,Cal Eggs,egg,1.0,70.0
2 Eggs Bacon Classic,Eggspectation 2 Eggs Bacon Classic,Eggspectation,serving,1.0,780.0
Cheese Enchilada,Realgood Enchiladas Cheese Enchilada,Realgood Enchiladas,enchiladas,2.0,350.0
Chicken Breast Mini Enchilada,Realgood Enchiladas Chicken Breast Mini Enchilada,Realgood Enchiladas,enchiladas,2.0,190.0
"Enchiladas, Beef","Realgood Enchiladas Enchiladas, Beef",Realgood Enchiladas,enchiladas,2.0,190.0
Cheese Enchiladas Enchilada Shells,Tijuana Flats Cheese Enchiladas Enchilada Shells,Tijuana Flats,cheese enchiladas portion,1.0,190.0
Dos Enchiladas Enchilada Shells,Tijuana Flats Dos Enchiladas Enchilada Shells,Tijuana Flats,dos enchiladas portion,1.0,190.0
2 Cheese Mini Enchaladas With Red Sauce,Realgood Enchiladas 2 Cheese Mini Enchaladas With Red Sauce,Realgood Enchiladas,enchiladas,2.0,350.0
Kids Chicken Enchilada with Enchilada Sauce,Rosa's Cafe Kids Chicken Enchilada with Enchilada Sauce,Rosa's Cafe,oz,12.729999542236328,500.0
Kids Beef Enchilada with Enchilada Sauce,Rosa's Cafe Kids Beef Enchilada with Enchilada Sauce,Rosa's Cafe,oz,12.729999542236328,510.0
"Enchilada, Verde Pork","Realgood Enchiladas Enchilada, Verde Pork",Realgood Enchiladas,enchiladas,2.0,190.0
"Double Enchilada, Red Enchilada Sauce","Costa Vida Fresh Mexican Grill Double Enchilada, Red Enchilada Sauce",Costa Vida Fresh Mexican Grill,oz,6.0,120.0
Chicken Enchilada Suiza,Lean Cuisine Chicken Enchilada Suiza,Lean Cuisine,package,1.0,280.0
"Single Enchilada, Red Enchilada Sauce","Costa Vida Fresh Mexican Grill Single Enchilada, Red Enchilada Sauce",Costa Vida Fresh Mexican Grill,oz,3.0,60.0
"Kids Enchilada, Red Enchilada Sauce","Costa Vida Fresh Mexican Grill Kids Enchilada, Red Enchilada Sauce",Costa Vida Fresh Mexican Grill,oz,1.5,30.0
Enchilada Cheese,Amy's Enchilada Cheese,Amy's,enchilada,1.0,240.0
"Light Soup, Chicken & Cheese Enchilada","Progresso Light Soup, Chicken & Cheese Enchilada",Progresso,cup,1.0,90.0
Chicken Enchiladas Suiza,WeightWatchers Smart Ones Chicken Enchiladas Suiza,WeightWatchers Smart Ones,package,1.0,290.0
Chicken Enchilada,Subway Chicken Enchilada,Subway,grams,85.0,120.0
Veggie Enchiladas,Chuy's Veggie Enchiladas,Chuy's,"entree without rice, beans, or sauce",1.0,430.0
"Shredded Beef Enchilada, with Enchilada Sauce","Safeway Select Shredded Beef Enchilada, with Enchilada Sauce",Safeway Select,tray,1.0,390.0
Kids Enchilada Plate - Beef Enchilada With Mexican Rice & Refried Beans,On The Border Mexican Grill & Cantina Kids Enchilada Plate - Beef Enchilada With Mexican Rice & Refried Beans,On The Border Mexican Grill & Cantina,Serving,1.0,720.0
Triple Dipper Southwestern Eggrolls,Chili's Triple Dipper Southwestern Eggrolls,Chili's,Serving,1.0,580.0
Southwestern Eggrolls,Chili's Southwestern Eggrolls,Chili's,Serving,1.0,800.0
Southwest Eggrolls,Claim Jumper Southwest Eggrolls,Claim Jumper,serving,1.0,1190.0
"Catering, Avocado Eggrolls","Cheesecake Factory Catering, Avocado Eggrolls",Cheesecake Factory,order,1.0,3950.0
"Catering, Tex Mex Eggrolls","Cheesecake Factory Catering, Tex Mex Eggrolls",Cheesecake Factory,order,1.0,3790.0
Avocado Eggrolls,Cheesecake Factory Avocado Eggrolls,Cheesecake Factory,order,1.0,930.0
Tex Mex Eggrolls,Cheesecake Factory Tex Mex Eggrolls,Cheesecake Factory,order,1.0,930.0
Mini Avocado Eggrolls,The Pickle Barrel Mini Avocado Eggrolls,The Pickle Barrel,serving,1.0,930.0
Party Platter Southwestern Eggrolls (12 Count),Chili's Party Platter Southwestern Eggrolls (12 Count),Chili's,Serving,1.0,3190.0
Party Platter Southwestern Eggrolls (24 Count),Chili's Party Platter Southwestern Eggrolls (24 Count),Chili's,Serving,1.0,6370.0
Santa Fe Eggrolls (add Spicy Ranch Dressing),Colton's Steak House & Grill Santa Fe Eggrolls (add Spicy Ranch Dressing),Colton's Steak House & Grill,serving,1.0,610.0
Party Platter Tripple Dipper Southwestern Eggrolls (6 Count),Chili's Party Platter Tripple Dipper Southwestern Eggrolls (6 Count),Chili's,Serving,1.0,1320.0
Spicy Chicken and Avocado Eggrolls with Dips and Sauce,Houlihan's Spicy Chicken and Avocado Eggrolls with Dips and Sauce,Houlihan's,order,1.0,650.0
Saigon Eggrolls,H-E-B Saigon Eggrolls,H-E-B,pieces,4.0,230.0
Pork Eggrolls,Wegmans Pork Eggrolls,Wegmans,piece,1.0,210.0
Vegetable Eggrolls,Wegmans Vegetable Eggrolls,Wegmans,piece,1.0,190.0
Chicken Eggrolls,Spring Kitchen Chicken Eggrolls,Spring Kitchen,egg roll,1.0,110.0
"English Muffin, Nooks & Crannies","Thomas' English Muffin, Nooks & Crannies",Thomas',muffin,1.0,130.0
English Huntsman Cheese,English Garden English Huntsman Cheese,English Garden,oz,1.0,110.0
"English Muffins, The Alternative English Muffin Plain","Western Bagel English Muffins, The Alternative English Muffin Plain",Western Bagel,G,57.0,100.0
English Mint Sauce with Balsamic Vinegar,The English Provender Co. English Mint Sauce with Balsamic Vinegar,The English Provender Co.,g,100.0,80.48999786376953
English Muffin,Jimmy Dean Delights English Muffin,Jimmy Dean Delights,sandwich,1.0,260.0
English Toffee,Cadbury English Toffee,Cadbury,bar,1.0,160.0
"Biscuit, Vanilla & Cream","Elegant & English Biscuit, Vanilla & Cream",Elegant & English,g,100.0,514.9500122070312
English Cucumber,Chop't English Cucumber,Chop't,Portion,1.0,5.0
English Peas,Marketside English Peas,Marketside,cup,0.6700000166893005,80.0
Pickled Onion,English Provender Pickled Onion,English Provender,g,100.0,79.30000305175781
Hazelnut Crunch,Ultimate English Hazelnut Crunch,Ultimate English,pieces,3.0,137.33999633789062
Limited Edition Pumpkin Spice English Muffin,Thomas Limited Edition Pumpkin Spice English Muffin,Thomas,muffin,1.0,150.0
"Cappuccino, English Toffee","Indulgio Cappuccino, English Toffee",Indulgio,single serve cup,1.0,70.0
English Toasting Bread,Kroger English Toasting Bread,Kroger,slice,1.0,70.0
"English Toffee, Original","Howe English Toffee, Original",Howe,pieces,8.0,190.0
Premium English Toffee,Braum's Premium English Toffee,Braum's,cup,0.5,150.0
"Muffins, Nooks & Crannies","Thomas' Muffins, Nooks & Crannies",Thomas',muffin,1.0,100.0
Blueberry Muffins,Thomas' Blueberry Muffins,Thomas',muffin,1.0,160.0
Apple Cinnamon Oat Muffin,Minute Muffins Apple Cinnamon Oat Muffin,Minute Muffins,cup,1.0,220.0
Little Bites Chocolate Chip Muffins,Entenmann's Little Bites Chocolate Chip Muffins,Entenmann's,pouch,1.0,190.0
"Minute Muffins, Mountain Blueberry","Kodiak Cakes Minute Muffins, Mountain Blueberry",Kodiak Cakes,cup,1.0,265.0
"Muffins, Cherry","Schnucks Muffins, Cherry",Schnucks,muffin,1.0,540.0
Banana Muffins,CarbWise Banana Muffins,CarbWise,g,56.0,40.0
Pumpkin Muffins,Entenmann's Pumpkin Muffins,Entenmann's,pouch,1.0,180.0
"Muffins, Blueberry","Nutrisystem Muffins, Blueberry",Nutrisystem,muffin,1.0,150.0
Portoguese Muffins,Amaral's Portoguese Muffins,Amaral's,muffin,1.0,170.0
"English Muffins, Extra Crisp","Oroweat English Muffins, Extra Crisp",Oroweat,muffin,1.0,140.0
Blueberry Muffins and Chocolate Chip Muffins,The Bakery Blueberry Muffins and Chocolate Chip Muffins,The Bakery,muffin,1.0,340.0
"English Muffins, Original Whole Grain","Thomas' English Muffins, Original Whole Grain",Thomas',muffin,1.0,140.0
"English Muffins, Sourdough","Bays English Muffins, Sourdough",Bays,muffin,1.0,130.0
"Muffins, Blackberry","Franz Muffins, Blackberry",Franz,muffin,1.0,270.0
Eel Plus,Southern Tsunami Eel Plus,Southern Tsunami,oz,6.0,300.0
Eel Roll,Asian Chao Eel Roll,Asian Chao,Roll,1.0,490.0
Eel Hand Roll,Benihana Eel Hand Roll,Benihana,oz,2.5999999046325684,170.0
Seaside Plus - Eel,Southern Tsunami Seaside Plus - Eel,Southern Tsunami,oz,6.0,380.0
Eel Nigiri,Benihana Eel Nigiri,Benihana,oz,0.6000000238418579,80.0
Eel Sashimi,Benihana Eel Sashimi,Benihana,oz,0.6000000238418579,60.0
Unagi (Eel) Nigiri,Tokyo Joe's Unagi (Eel) Nigiri,Tokyo Joe's,pieces,2.0,170.0
Eel Sauce,Southern Tsunami Eel Sauce,Southern Tsunami,tbsp,1.0,40.0
Eel Sushi,Asian Chao Eel Sushi,Asian Chao,Ounces,2.0,210.0
Eel Roll (Brown Rice),Southern Tsunami Eel Roll (Brown Rice),Southern Tsunami,oz,10.0,450.0
Seaside Plus - Eel (Brown Rice),Southern Tsunami Seaside Plus - Eel (Brown Rice),Southern Tsunami,oz,6.0,340.0
Eel Roll Sp,Southern Tsunami Eel Roll Sp,Southern Tsunami,oz,6.0,300.0
Freshwater Eel Sashimi,Kona Grill Freshwater Eel Sashimi,Kona Grill,serving,1.0,290.0
Dancing Eel Roll,Sarku Japan Dancing Eel Roll,Sarku Japan,roll,1.0,430.0
"Sushi Combination, Eel Nigiri","Benihana Sushi Combination, Eel Nigiri",Benihana,oz,0.6000000238418579,50.0
Freshwater Eel Sushi,Kona Grill Freshwater Eel Sushi,Kona Grill,serving,1.0,190.0
Eel Plus (Brown Rice),Southern Tsunami Eel Plus (Brown Rice),Southern Tsunami,oz,6.0,260.0
"Sushi Combination Deluxe, Eel Nigiri","Benihana Sushi Combination Deluxe, Eel Nigiri",Benihana,oz,0.6000000238418579,50.0
Coconut Watermelon Natural Eelectrolytes,V8 Hydrate Coconut Watermelon Natural Eelectrolytes,V8 Hydrate,can,1.0,45.0
Eel Roll Sp (Brown Rice),Southern Tsunami Eel Roll Sp (Brown Rice),Southern Tsunami,oz,6.0,270.0
Sushi Party Platter,Suki Sushi Sushi Party Platter,Suki Sushi,pieces,3.0,120.0
Spicy Shrimp Roll Sushi,Sushi Cincinnati Spicy Shrimp Roll Sushi,Sushi Cincinnati,pieces,4.0,180.0
"Sushi, California Roll","Sushi Do Sushi, California Roll",Sushi Do,pieces,9.0,250.0
Vegetarian Sushi Combo,Blue C Sushi Vegetarian Sushi Combo,Blue C Sushi,package,1.0,80.0
"Sushi, Shrimp Avocado","Edo Sushi Express Sushi, Shrimp Avocado",Edo Sushi Express,oz,7.0,298.0
Omega- 3 Sushi,Sushi with Gusto Omega- 3 Sushi,Sushi with Gusto,package,1.0,510.0
"Sushi, San Antonio Combo","H-E-B Sushiya Sushi, San Antonio Combo",H-E-B Sushiya,g,264.0,460.0
"Sushi, Black Dragon Roll","H-E-B Sushiya Sushi, Black Dragon Roll",H-E-B Sushiya,package,1.0,530.0
"Sushi, California Cream Cheese","Moji Sushi Sushi, California Cream Cheese",Moji Sushi,pieces,8.0,240.0
"Sushi, California Roll Small","Sushic Sushi, California Roll Small",Sushic,piece,1.0,30.0
Okonomiyaki,Yo! Sushi Okonomiyaki,Yo! Sushi,serving,1.0,150.0
Fruit,Yo! Sushi Fruit,Yo! Sushi,serving,1.0,50.0
Edamame,Yo! Sushi Edamame,Yo! Sushi,serving,1.0,120.0
Takoyaki,Yo! Sushi Takoyaki,Yo! Sushi,serving,1.0,170.0
Chef Special Hissho Sushi,HIssho Sushi Chef Special Hissho Sushi,HIssho Sushi,package,1.0,320.0
Chicken Chahan,Yo! Sushi Chicken Chahan,Yo! Sushi,serving,1.0,410.0
Dynamite Roll,Yo! Sushi Dynamite Roll,Yo! Sushi,serving,1.0,170.0
Ebi Nigiri,Yo! Sushi Ebi Nigiri,Yo! Sushi,serving,1.0,140.0
Ebi Roll,Yo! Sushi Ebi Roll,Yo! Sushi,serving,1.0,130.0
"Flour Tortillas, Fajita","Mission Flour Tortillas, Fajita",Mission,tortilla,1.0,90.0
Fajitas with Fajita Veggies,California Tortilla Fajitas with Fajita Veggies,California Tortilla,serving,1.0,510.0
"Whole Wheat Tortillas, Fajita","Mission Whole Wheat Tortillas, Fajita",Mission,tortilla,1.0,45.0
"Gluten Free Fajita Bowl with Fajita Veggies, Small","California Tortilla Gluten Free Fajita Bowl with Fajita Veggies, Small",California Tortilla,serving,1.0,340.0
"Fajita Burrito with Fajita Veggies, Regular","California Tortilla Fajita Burrito with Fajita Veggies, Regular",California Tortilla,serving,1.0,700.0
"Fajita Burrito with Fajita Veggies, Small","California Tortilla Fajita Burrito with Fajita Veggies, Small",California Tortilla,serving,1.0,560.0
"Chicken Fajita Cobb Salad, Add Fajita Beef","Uncle Julio's Chicken Fajita Cobb Salad, Add Fajita Beef",Uncle Julio's,oz,3.0,200.0
Lobster Y Fajitas For 2 with Chicken Fajitas,Uncle Julio's Lobster Y Fajitas For 2 with Chicken Fajitas,Uncle Julio's,Dinner,1.0,2180.0
Lobster Y Fajitas For 1 with Beef Fajitas,Uncle Julio's Lobster Y Fajitas For 1 with Beef Fajitas,Uncle Julio's,Dinner,1.0,1450.0
Lobster Y Fajitas For 1 with Chicken Fajitas,Uncle Julio's Lobster Y Fajitas For 1 with Chicken Fajitas,Uncle Julio's,Dinner,1.0,1390.0
"Gluten Free Fajita Bowl with Fajita Veggies, Regular","California Tortilla Gluten Free Fajita Bowl with Fajita Veggies, Regular",California Tortilla,serving,1.0,420.0
Lobster Y Fajitas For 2 with Steak Fajita,Uncle Julio's Lobster Y Fajitas For 2 with Steak Fajita,Uncle Julio's,Dinner,1.0,2310.0
"Chicken Fajita Cobb Salad, Add Fajita Chicken","Uncle Julio's Chicken Fajita Cobb Salad, Add Fajita Chicken",Uncle Julio's,oz,3.0,120.0
